"Date","Price","Open","High","Low","Vol.","Change %"
"01/06/2019","46.61","44.51","46.78","44.17","30.10M","4.25%"
"12/30/2018","44.71","43.96","44.73","43.26","25.24M","1.73%"
"12/23/2018","43.95","44.94","45.26","42.50","22.80M","-2.53%"
"12/16/2018","45.09","47.40","47.68","44.48","42.60M","-4.73%"
"12/09/2018","47.33","47.00","47.98","46.31","24.98M","0.75%"
"12/02/2018","46.98","47.08","47.89","45.61","26.38M","-0.74%"
"11/25/2018","47.33","45.73","47.37","45.35","29.75M","3.52%"
"11/18/2018","45.72","46.79","47.33","45.38","21.35M","-2.50%"
"11/11/2018","46.89","46.65","47.69","46.53","32.29M","0.17%"
"11/04/2018","46.81","44.88","47.22","44.85","31.05M","4.63%"
"10/28/2018","44.74","45.04","46.33","44.33","34.48M","-0.27%"
"10/21/2018","44.86","45.05","46.26","44.51","29.71M","-0.47%"
"10/14/2018","45.07","43.74","45.58","43.60","26.28M","3.42%"
"10/07/2018","43.58","43.81","44.64","43.03","33.22M","-0.30%"
"09/30/2018","43.71","43.49","43.94","42.51","30.91M","0.25%"
"09/23/2018","43.60","43.91","44.31","42.57","47.03M","-0.93%"
"09/16/2018","44.01","43.95","44.88","43.10","41.17M","0.25%"
"09/09/2018","43.90","44.54","44.67","43.61","27.46M","-0.97%"
"09/02/2018","44.33","43.77","45.98","43.72","37.46M","1.26%"
"08/26/2018","43.78","45.04","45.09","43.63","32.78M","-2.78%"
"08/19/2018","45.03","46.91","46.94","44.93","29.96M","-4.13%"
"08/12/2018","46.97","46.27","47.62","46.05","27.12M","1.82%"
"08/05/2018","46.13","48.90","49.43","45.88","34.04M","-5.72%"
"07/29/2018","48.93","47.92","49.03","47.65","23.85M","2.00%"
"07/22/2018","47.97","47.58","48.29","46.66","19.71M","0.95%"
"07/15/2018","47.52","47.76","48.24","47.18","17.37M","-0.92%"
"07/08/2018","47.96","47.69","48.12","46.02","28.55M","0.42%"
"07/01/2018","47.76","46.42","47.85","46.37","14.86M","3.13%"
"06/24/2018","46.31","45.98","46.85","45.73","26.18M","1.09%"
"06/17/2018","45.81","44.39","45.92","44.26","27.47M","3.11%"
"06/10/2018","44.43","43.26","44.48","42.73","33.02M","2.66%"
"06/03/2018","43.28","44.39","44.60","42.80","24.53M","-2.08%"
"05/27/2018","44.20","44.41","45.15","43.96","23.03M","-0.72%"
"05/20/2018","44.52","43.27","44.64","43.03","26.99M","4.19%"
"05/13/2018","42.73","44.95","45.13","42.42","25.55M","-4.90%"
"05/06/2018","44.93","46.03","46.19","43.61","23.62M","-2.39%"
"04/29/2018","46.03","46.53","46.62","45.62","24.90M","-0.80%"
"04/22/2018","46.40","45.27","46.75","45.07","23.81M","2.61%"
"04/15/2018","45.22","44.10","46.29","44.09","26.50M","2.91%"
"04/08/2018","43.94","44.80","45.06","43.75","20.75M","-1.90%"
"04/01/2018","44.79","44.73","45.24","43.90","23.18M","0.29%"
"03/25/2018","44.66","43.19","45.05","43.07","22.19M","3.60%"
"03/18/2018","43.11","44.20","44.63","43.02","30.33M","-2.44%"
"03/11/2018","44.19","43.62","44.47","43.47","29.65M","0.98%"
"03/04/2018","43.76","44.12","45.10","43.31","34.04M","-1.00%"
"02/25/2018","44.20","44.29","44.67","42.93","38.82M","0.29%"
"02/18/2018","44.07","43.74","44.22","42.38","29.68M","0.32%"
"02/11/2018","43.93","44.33","44.87","43.51","38.43M","-0.90%"
"02/04/2018","44.33","44.23","44.72","42.63","55.23M","0.36%"
"01/28/2018","44.17","44.17","45.30","43.85","39.84M","-0.32%"
"01/21/2018","44.31","44.61","44.84","43.16","43.67M","-0.29%"
"01/14/2018","44.44","44.94","45.28","44.26","39.06M","-0.89%"
"01/07/2018","44.84","46.90","47.25","44.44","36.30M","-4.15%"
"12/31/2017","46.78","48.01","48.07","46.44","24.92M","-2.72%"
"12/24/2017","48.09","48.51","48.75","47.92","14.77M","-0.85%"
"12/17/2017","48.50","51.26","51.49","48.48","37.98M","-5.48%"
"12/10/2017","51.31","50.93","52.00","50.93","28.17M","0.49%"
"12/03/2017","51.06","51.37","51.46","49.70","26.55M","-0.10%"
"11/26/2017","51.11","51.41","51.67","50.79","23.48M","-0.54%"
"11/19/2017","51.39","51.05","51.66","50.97","9.34M","0.82%"
"11/12/2017","50.97","51.45","52.65","50.95","20.00M","-0.76%"
"11/05/2017","51.36","52.34","52.35","51.24","23.65M","-2.06%"
"10/29/2017","52.44","52.04","53.51","51.76","23.44M","0.67%"
"10/22/2017","52.09","52.14","52.59","51.69","19.17M","-0.23%"
"10/15/2017","52.21","50.84","52.34","50.73","19.68M","2.49%"
"10/08/2017","50.94","49.57","51.13","49.51","19.58M","2.72%"
"10/01/2017","49.59","49.17","49.61","48.62","19.60M","0.92%"
"09/24/2017","49.14","48.80","49.43","48.29","28.30M","0.66%"
"09/17/2017","48.82","50.70","50.72","48.76","20.89M","-3.59%"
"09/10/2017","50.64","50.05","50.80","49.15","29.02M","0.88%"
"09/03/2017","50.20","48.31","50.27","48.21","26.86M","4.02%"
"08/27/2017","48.26","48.43","48.50","47.88","14.78M","-0.10%"
"08/20/2017","48.31","48.34","48.51","47.78","18.73M","0.02%"
"08/13/2017","48.30","48.42","49.15","47.69","17.92M","-0.25%"
"08/06/2017","48.42","48.78","49.22","48.26","21.04M","-0.76%"
"07/30/2017","48.79","47.51","50.08","47.33","35.36M","2.69%"
"07/23/2017","47.51","47.86","47.97","46.71","21.57M","-0.77%"
"07/16/2017","47.88","47.25","47.88","46.87","21.12M","1.31%"
