"Date","Price","Open","High","Low","Vol.","Change %"
"09/22/2019","60.30","60.13","61.00","59.93","47.77M","0.02%"
"09/15/2019","60.29","59.93","60.40","59.19","57.70M","0.55%"
"09/08/2019","59.96","59.49","60.55","58.64","59.29M","1.52%"
"09/01/2019","59.06","57.90","59.10","57.59","37.87M","1.55%"
"08/25/2019","58.16","56.01","58.40","55.82","60.19M","4.01%"
"08/18/2019","55.92","56.97","57.50","55.62","51.02M","-1.29%"
"08/11/2019","56.65","55.85","56.69","55.07","60.81M","1.56%"
"08/04/2019","55.78","55.30","56.06","54.41","69.84M","0.34%"
"07/28/2019","55.59","57.09","57.60","54.77","84.03M","-2.61%"
"07/21/2019","57.08","56.56","57.23","54.56","63.87M","0.87%"
"07/14/2019","56.59","57.29","57.80","56.57","50.00M","-1.05%"
"07/07/2019","57.19","57.96","58.30","56.26","59.40M","-1.92%"
"06/30/2019","58.31","57.42","58.51","56.60","46.19M","2.07%"
"06/23/2019","57.13","57.98","58.67","56.83","58.48M","-1.11%"
"06/16/2019","57.77","58.16","58.33","56.93","71.58M","-0.88%"
"06/09/2019","58.28","57.37","58.56","55.95","63.29M","1.82%"
"06/02/2019","57.24","54.68","58.14","54.56","67.81M","5.32%"
"05/26/2019","54.35","59.21","59.87","54.26","82.68M","-8.38%"
"05/19/2019","59.32","59.15","60.54","58.00","66.88M","2.12%"
"05/12/2019","58.09","56.72","58.48","56.17","63.47M","2.07%"
"05/05/2019","56.91","56.83","57.09","55.93","60.66M","-0.58%"
"04/28/2019","57.24","56.75","58.23","56.52","64.91M","1.17%"
"04/21/2019","56.58","58.14","58.49","55.75","82.42M","-2.52%"
"04/14/2019","58.04","58.91","58.97","57.28","46.67M","-1.19%"
"04/07/2019","58.74","59.02","59.13","58.04","50.94M","-0.59%"
"03/31/2019","59.09","59.39","59.41","58.34","63.51M","-0.07%"
"03/24/2019","59.13","59.63","61.19","58.32","78.90M","-1.05%"
"03/17/2019","59.76","58.27","60.00","57.11","73.58M","2.35%"
"03/10/2019","58.39","56.76","58.51","56.75","76.47M","3.29%"
"03/03/2019","56.53","57.15","57.35","55.45","66.62M","-0.75%"
"02/24/2019","56.96","57.00","57.61","56.35","62.71M","0.07%"
"02/17/2019","56.92","55.06","57.13","54.82","50.87M","3.19%"
"02/10/2019","55.16","54.13","55.19","53.86","59.83M","2.24%"
"02/03/2019","53.95","54.60","54.69","53.02","65.78M","-1.10%"
"01/27/2019","54.55","56.12","56.22","52.28","129.37M","-3.28%"
"01/20/2019","56.40","57.23","57.87","56.23","63.70M","-1.21%"
"01/13/2019","57.09","57.83","58.29","56.21","66.84M","-1.60%"
"01/06/2019","58.02","56.76","58.69","56.55","85.97M","2.95%"
"12/30/2018","56.36","55.53","56.99","55.07","65.58M","1.97%"
"12/23/2018","55.27","54.68","55.86","52.40","65.35M","0.64%"
"12/16/2018","54.92","57.06","57.31","54.24","141.07M","-3.78%"
"12/09/2018","57.08","57.80","59.40","56.75","79.90M","-1.04%"
"12/02/2018","57.68","59.50","59.75","57.16","93.35M","-4.34%"
"11/25/2018","60.30","58.64","60.73","58.31","90.99M","2.83%"
"11/18/2018","58.64","60.25","61.58","58.29","65.93M","-2.61%"
"11/11/2018","60.21","58.83","60.39","58.32","81.19M","2.99%"
"11/04/2018","58.46","56.51","59.20","56.51","69.84M","3.23%"
"10/28/2018","56.63","55.81","58.80","55.55","108.82M","2.02%"
"10/21/2018","55.51","55.08","58.44","54.61","138.74M","1.11%"
"10/14/2018","54.90","53.88","55.50","53.26","79.50M","2.18%"
"10/07/2018","53.73","55.00","55.90","52.82","100.89M","-2.20%"
"09/30/2018","54.94","53.61","55.44","53.50","67.94M","2.90%"
